,County,State_Name,State,Fipcode,Population,Areaname,STCOU,Land Area 2010,Population Density
1707,Morrill,Nebraska,NE,31123,4642,"Morrill, NE",31123,1423.84,3.2601977750309024
1708,Nance,Nebraska,NE,31125,3519,"Nance, NE",31125,441.63,7.968208681475443
1709,Nemaha,Nebraska,NE,31127,6972,"Nemaha, NE",31127,407.38,17.114242230840983
1710,Nuckolls,Nebraska,NE,31129,4148,"Nuckolls, NE",31129,575.16,7.211906252173309
1711,Otoe,Nebraska,NE,31131,16012,"Otoe, NE",31131,615.63,26.00912885986713
1712,Pawnee,Nebraska,NE,31133,2613,"Pawnee, NE",31133,431.08,6.061519903498191
1713,Perkins,Nebraska,NE,31135,2891,"Perkins, NE",31135,883.34,3.272805488260466
1714,Phelps,Nebraska,NE,31137,9034,"Phelps, NE",31137,539.79,16.736138127790436
1715,Pierce,Nebraska,NE,31139,7148,"Pierce, NE",31139,573.25,12.469254252071522
1716,Platte,Nebraska,NE,31141,33470,"Platte, NE",31141,674.06,49.65433344212682
1717,Polk,Nebraska,NE,31143,5213,"Polk, NE",31143,438.35,11.892323485799018
1718,Red Willow,Nebraska,NE,31145,10724,"Red Willow, NE",31145,716.99,14.956972900598334
1719,Richardson,Nebraska,NE,31147,7865,"Richardson, NE",31147,551.84,14.25231951290229
1720,Rock,Nebraska,NE,31149,1357,"Rock, NE",31149,1008.32,1.3458029197080292
1721,Saline,Nebraska,NE,31151,14224,"Saline, NE",31151,574.02,24.779624403330896
1722,Sarpy,Nebraska,NE,31153,187196,"Sarpy, NE",31153,238.99,783.279635131177
1723,Saunders,Nebraska,NE,31155,21578,"Saunders, NE",31155,750.23,28.761846367114085
1724,Scotts Bluff,Nebraska,NE,31157,35618,"Scotts Bluff, NE",31157,739.4,48.17149039761969
1725,Seward,Nebraska,NE,31159,17284,"Seward, NE",31159,571.43,30.246924382689045
1726,Sheridan,Nebraska,NE,31161,5246,"Sheridan, NE",31161,2440.86,2.1492424801094696
1727,Sherman,Nebraska,NE,31163,3001,"Sherman, NE",31163,565.83,5.303713129385151
1728,Sioux,Nebraska,NE,31165,1166,"Sioux, NE",31165,2066.74,0.5641735293263788
1729,Stanton,Nebraska,NE,31167,5920,"Stanton, NE",31167,427.95,13.833391751372824
1730,Thayer,Nebraska,NE,31169,5003,"Thayer, NE",31169,573.81,8.71891392621251
1731,Thomas,Nebraska,NE,31171,722,"Thomas, NE",31171,713.24,1.0122819808199204
1732,Thurston,Nebraska,NE,31173,7224,"Thurston, NE",31173,393.58,18.354591188576656
1733,Valley,Nebraska,NE,31175,4158,"Valley, NE",31175,568.05,7.3197781885397415
1734,Washington,Nebraska,NE,31177,20729,"Washington, NE",31177,389.96,53.15673402400247
1735,Wayne,Nebraska,NE,31179,9385,"Wayne, NE",31179,442.92,21.1889280231193
1736,Webster,Nebraska,NE,31181,3487,"Webster, NE",31181,574.91,6.065297176949436
1737,Wheeler,Nebraska,NE,31183,783,"Wheeler, NE",31183,575.18,1.3613129802844328
1738,York,Nebraska,NE,31185,13679,"York, NE",31185,572.51,23.89303243611465
1739,Churchill,Nevada,NV,32001,24909,"Churchill, NV",32001,4930.46,5.05206410760862
1740,Clark,Nevada,NV,32003,2266715,"Clark, NV",32003,7891.43,287.2375475674244
1741,Douglas,Nevada,NV,32005,48905,"Douglas, NV",32005,709.72,68.9074564617032
1742,Elko,Nevada,NV,32007,52778,"Elko, NV",32007,17169.83,3.0738801723721196
1743,Esmeralda,Nevada,NV,32009,873,"Esmeralda, NV",32009,3581.88,0.24372675801534388
1744,Eureka,Nevada,NV,32011,2029,"Eureka, NV",32011,4175.68,0.4859088819066595
1745,Humboldt,Nevada,NV,32013,16831,"Humboldt, NV",32013,9640.76,1.7458167198436638
1746,Lander,Nevada,NV,32015,5532,"Lander, NV",32015,5490.11,1.00763008391453
1747,Lincoln,Nevada,NV,32017,5183,"Lincoln, NV",32017,10633.2,0.48743557912951885
1748,Lyon,Nevada,NV,32019,57510,"Lyon, NV",32019,2001.19,28.737900948935383
1749,Mineral,Nevada,NV,32021,4505,"Mineral, NV",32021,3752.84,1.2004242120633972
1750,Nye,Nevada,NV,32023,46523,"Nye, NV",32023,18181.92,2.558750670996243
1751,Pershing,Nevada,NV,32027,6725,"Pershing, NV",32027,6036.56,1.1140450852803583
1752,Storey,Nevada,NV,32029,4123,"Storey, NV",32029,262.92,15.68157614483493
1753,Washoe,Nevada,NV,32031,471519,"Washoe, NV",32031,6302.37,74.81614059472865
1754,White Pine,Nevada,NV,32033,9580,"White Pine, NV",32033,8875.65,1.0793575681781054
1755,Carson City,Nevada,NV,32510,55916,"Carson City city, NV",32510,144.66,386.53394165629754
1756,Belknap,New Hampshire,NH,33001,61303,"Belknap, NH",33001,400.23,153.169427579142
1757,Carroll,New Hampshire,NH,33003,48910,"Carroll, NH",33003,931.06,52.531523210104616
1758,Cheshire,New Hampshire,NH,33005,76085,"Cheshire, NH",33005,706.66,107.66846857045822
1759,Coos,New Hampshire,NH,33007,31563,"Coos, NH",33007,1794.69,17.586881299834513
1760,Grafton,New Hampshire,NH,33009,89886,"Grafton, NH",33009,1708.75,52.6033650329188
1761,Hillsborough,New Hampshire,NH,33011,417025,"Hillsborough, NH",33011,876.14,475.9798662314242
1762,Merrimack,New Hampshire,NH,33013,151391,"Merrimack, NH",33013,934.12,162.06804264976662
1763,Rockingham,New Hampshire,NH,33015,309769,"Rockingham, NH",33015,694.72,445.8904306771073
1764,Strafford,New Hampshire,NH,33017,130633,"Strafford, NH",33017,368.98,354.0381592498238
1765,Sullivan,New Hampshire,NH,33019,43146,"Sullivan, NH",33019,537.31,80.30001302786101
1766,Atlantic,New Jersey,NJ,34001,263670,"Atlantic, NJ",34001,555.7,474.48263451502606
1767,Bergen,New Jersey,NJ,34003,932202,"Bergen, NJ",34003,233.01,4000.695249130939
1768,Burlington,New Jersey,NJ,34005,445349,"Burlington, NJ",34005,798.58,557.6761251220917
1769,Camden,New Jersey,NJ,34007,506471,"Camden, NJ",34007,221.26,2289.0310042483957
1770,Cape May,New Jersey,NJ,34009,92039,"Cape May, NJ",34009,251.43,366.06212464701906
1771,Cumberland,New Jersey,NJ,34011,149527,"Cumberland, NJ",34011,483.7,309.1316931982634
1772,Essex,New Jersey,NJ,34013,798975,"Essex, NJ",34013,126.21,6330.520560969812
1773,Gloucester,New Jersey,NJ,34015,291636,"Gloucester, NJ",34015,322.01,905.6737368404708
1774,Hudson,New Jersey,NJ,34017,672391,"Hudson, NJ",34017,46.19,14557.068629573501
1775,Hunterdon,New Jersey,NJ,34019,124371,"Hunterdon, NJ",34019,427.82,290.70870927025385
1776,Mercer,New Jersey,NJ,34021,367430,"Mercer, NJ",34021,224.56,1636.221945137157
1777,Middlesex,New Jersey,NJ,34023,825062,"Middlesex, NJ",34023,308.91,2670.8814865171084
1778,Monmouth,New Jersey,NJ,34025,618795,"Monmouth, NJ",34025,468.79,1319.9833614198255
1779,Morris,New Jersey,NJ,34027,491845,"Morris, NJ",34027,460.18,1068.8100308574906
1780,Ocean,New Jersey,NJ,34029,607186,"Ocean, NJ",34029,628.78,965.6573046216483
1781,Passaic,New Jersey,NJ,34031,501826,"Passaic, NJ",34031,184.59,2718.597973888076
1782,Salem,New Jersey,NJ,34033,62385,"Salem, NJ",34033,331.9,187.9632419403435
1783,Somerset,New Jersey,NJ,34035,328934,"Somerset, NJ",34035,301.81,1089.8711109638514
1784,Sussex,New Jersey,NJ,34037,140488,"Sussex, NJ",34037,519.01,270.6845725515886
1785,Union,New Jersey,NJ,34039,556341,"Union, NJ",34039,102.86,5408.720591094692
1786,Warren,New Jersey,NJ,34041,105267,"Warren, NJ",34041,356.92,294.9316373417012
1787,Bernalillo,New Mexico,NM,35001,679121,"Bernalillo, NM",35001,1160.83,585.0305384940086
1788,Catron,New Mexico,NM,35003,3527,"Catron, NM",35003,6923.69,0.5094104444306432
1789,Chaves,New Mexico,NM,35005,64615,"Chaves, NM",35005,6065.28,10.653259206499948
1790,Cibola,New Mexico,NM,35006,26675,"Cibola, NM",35006,4539.48,5.876223708442377
1791,Colfax,New Mexico,NM,35007,11941,"Colfax, NM",35007,3758.06,3.1774372947744314
1792,Curry,New Mexico,NM,35009,48954,"Curry, NM",35009,1404.8,34.84766514806378
1793,De Baca,New Mexico,NM,35011,1748,"De Baca, NM",35011,2322.62,0.7525983587500323
1794,Dona Ana,New Mexico,NM,35013,218195,"Dona Ana, NM",35013,3807.51,57.306481138591884
1795,Eddy,New Mexico,NM,35015,58460,"Eddy, NM",35015,4175.73,13.99994731460128
1796,Grant,New Mexico,NM,35017,26998,"Grant, NM",35017,3961.63,6.814871656363668
1797,Guadalupe,New Mexico,NM,35019,4300,"Guadalupe, NM",35019,3030.48,1.418917135239302
1798,Harding,New Mexico,NM,35021,625,"Harding, NM",35021,2125.44,0.29405676001204456
1799,Hidalgo,New Mexico,NM,35023,4198,"Hidalgo, NM",35023,3436.86,1.2214637779833917
1800,Lea,New Mexico,NM,35025,71070,"Lea, NM",35025,4390.93,16.185637211251375
1801,Lincoln,New Mexico,NM,35027,19572,"Lincoln, NM",35027,4831.09,4.0512596536185415
1802,Los Alamos,New Mexico,NM,35028,19369,"Los Alamos, NM",35028,109.17,177.42053677750297
1803,Luna,New Mexico,NM,35029,23709,"Luna, NM",35029,2965.19,7.995777673606075
1804,McKinley,New Mexico,NM,35031,71367,"McKinley, NM",35031,5449.81,13.09531891937517
1805,Mora,New Mexico,NM,35033,4521,"Mora, NM",35033,1931.27,2.340946630973401
1806,Otero,New Mexico,NM,35035,67490,"Otero, NM",35035,6613.21,10.205331450233698
1807,Quay,New Mexico,NM,35037,8253,"Quay, NM",35037,2874.35,2.8712578496007795
1808,Rio Arriba,New Mexico,NM,35039,38921,"Rio Arriba, NM",35039,5860.84,6.640856942008313
1809,Roosevelt,New Mexico,NM,35041,18500,"Roosevelt, NM",35041,2447.43,7.558949592021018
1810,Sandoval,New Mexico,NM,35043,146748,"Sandoval, NM",35043,3710.65,39.54778812337461
1811,San Juan,New Mexico,NM,35045,123958,"San Juan, NM",35045,5513.07,22.48438710192325
1812,San Miguel,New Mexico,NM,35047,27277,"San Miguel, NM",35047,4715.82,5.784147825828806
1813,Santa Fe,New Mexico,NM,35049,150358,"Santa Fe, NM",35049,1909.41,78.7457905845261
1814,Sierra,New Mexico,NM,35051,10791,"Sierra, NM",35051,4178.96,2.5822214139403106
1815,Socorro,New Mexico,NM,35053,16637,"Socorro, NM",35053,6646.68,2.5030541563607693
1816,Taos,New Mexico,NM,35055,32723,"Taos, NM",35055,2203.11,14.853094035250168
1817,Torrance,New Mexico,NM,35057,15461,"Torrance, NM",35057,3344.85,4.622329850366982
1818,Union,New Mexico,NM,35059,4059,"Union, NM",35059,3823.74,1.0615261497905193
1819,Valencia,New Mexico,NM,35061,76688,"Valencia, NM",35061,1066.18,71.9278170665366
1820,Albany,New York,NY,36001,305506,"Albany, NY",36001,522.8,584.3649579188983
1821,Allegany,New York,NY,36003,46091,"Allegany, NY",36003,1029.31,44.778540964335335
1822,Bronx,New York,NY,36005,1418207,"Bronx, NY",36005,42.1,33686.627078384794
1823,Broome,New York,NY,36007,190488,"Broome, NY",36007,705.77,269.9009592360117
1824,Cattaraugus,New York,NY,36009,76117,"Cattaraugus, NY",36009,1308.35,58.17785760690947
1825,Cayuga,New York,NY,36011,76576,"Cayuga, NY",36011,691.58,110.72616327829029
1826,Chautauqua,New York,NY,36013,126903,"Chautauqua, NY",36013,1060.23,119.69384001584562
1827,Chemung,New York,NY,36015,83456,"Chemung, NY",36015,407.35,204.87541426291887
1828,Chenango,New York,NY,36017,47207,"Chenango, NY",36017,893.55,52.83084326562588
1829,Clinton,New York,NY,36019,80485,"Clinton, NY",36019,1037.85,77.54974225562462
1830,Columbia,New York,NY,36021,59461,"Columbia, NY",36021,634.71,93.68215405460761
1831,Cortland,New York,NY,36023,47581,"Cortland, NY",36023,498.76,95.3985884994787
1832,Delaware,New York,NY,36025,44135,"Delaware, NY",36025,1442.44,30.597459859682203
1833,Dutchess,New York,NY,36027,294218,"Dutchess, NY",36027,795.63,369.79249148473536
1834,Erie,New York,NY,36029,918702,"Erie, NY",36029,1042.69,881.0883388159472
1835,Essex,New York,NY,36031,36885,"Essex, NY",36031,1794.23,20.55756508362919
1836,Franklin,New York,NY,36033,50022,"Franklin, NY",36033,1629.12,30.704920447849148
1837,Fulton,New York,NY,36035,53383,"Fulton, NY",36035,495.47,107.74214382303671
1838,Genesee,New York,NY,36037,57280,"Genesee, NY",36037,492.94,116.20075465573903
1839,Greene,New York,NY,36039,47188,"Greene, NY",36039,647.16,72.9155077569689
1840,Hamilton,New York,NY,36041,4416,"Hamilton, NY",36041,1717.37,2.571373670205023
1841,Herkimer,New York,NY,36043,61319,"Herkimer, NY",36043,1411.47,43.44336046816439
1842,Jefferson,New York,NY,36045,109834,"Jefferson, NY",36045,1268.59,86.57958836188209
1843,Kings,New York,NY,36047,2559903,"Kings, NY",36047,70.82,36146.611126800344
1844,Lewis,New York,NY,36049,26296,"Lewis, NY",36049,1274.68,20.629491323312518
1845,Livingston,New York,NY,36051,62914,"Livingston, NY",36051,631.76,99.58528555147525
1846,Madison,New York,NY,36053,70941,"Madison, NY",36053,654.84,108.33333333333333
1847,Monroe,New York,NY,36055,741770,"Monroe, NY",36055,657.21,1128.665114651329
1848,Montgomery,New York,NY,36057,49221,"Montgomery, NY",36057,403.04,122.12435490273917
1849,Nassau,New York,NY,36059,1356924,"Nassau, NY",36059,284.72,4765.8190502950265
1850,New York,New York,NY,36061,1628706,"New York, NY",36061,22.83,71340.60446780552
1851,Niagara,New York,NY,36063,209281,"Niagara, NY",36063,522.36,400.64514893942874
1852,Oneida,New York,NY,36065,228671,"Oneida, NY",36065,1212.43,188.60552774180778
1853,Onondaga,New York,NY,36067,460528,"Onondaga, NY",36067,778.39,591.641722015956
1854,Ontario,New York,NY,36069,109777,"Ontario, NY",36069,644.07,170.4426537488161
1855,Orange,New York,NY,36071,384940,"Orange, NY",36071,811.69,474.24509357020537
1856,Orleans,New York,NY,36073,40352,"Orleans, NY",36073,391.26,103.13346623728468
1857,Oswego,New York,NY,36075,117124,"Oswego, NY",36075,951.65,123.07465980139757
1858,Otsego,New York,NY,36077,59493,"Otsego, NY",36077,1001.7,59.39203354297694
1859,Putnam,New York,NY,36079,98320,"Putnam, NY",36079,230.31,426.9028700447223
1860,Queens,New York,NY,36081,2253858,"Queens, NY",36081,108.53,20767.142725513684
1861,Rensselaer,New York,NY,36083,158714,"Rensselaer, NY",36083,652.43,243.26594423922876
1862,Richmond,New York,NY,36085,476143,"Richmond, NY",36085,58.37,8157.3239677916745
1863,Rockland,New York,NY,36087,325789,"Rockland, NY",36087,173.55,1877.2054163065397
1864,St Lawrence,New York,NY,36089,107740,"St. Lawrence, NY",36089,2680.38,40.19579313380938
1865,Saratoga,New York,NY,36091,229863,"Saratoga, NY",36091,809.98,283.7884886046569
1866,Schenectady,New York,NY,36093,155299,"Schenectady, NY",36093,204.52,759.3340504596127
1867,Schoharie,New York,NY,36095,30999,"Schoharie, NY",36095,621.82,49.85204721623621
1868,Schuyler,New York,NY,36097,17807,"Schuyler, NY",36097,328.33,54.2350683763287
1869,Seneca,New York,NY,36099,34016,"Seneca, NY",36099,323.71,105.08170893701153
1870,Steuben,New York,NY,36101,95379,"Steuben, NY",36101,1390.56,68.59035208836728
1871,Suffolk,New York,NY,36103,1476601,"Suffolk, NY",36103,912.05,1618.991283372622
1872,Sullivan,New York,NY,36105,75432,"Sullivan, NY",36105,968.13,77.915156022435
1873,Tioga,New York,NY,36107,48203,"Tioga, NY",36107,518.6,92.94832240647898
1874,Tompkins,New York,NY,36109,102180,"Tompkins, NY",36109,474.65,215.27441272516592
1875,Ulster,New York,NY,36111,177573,"Ulster, NY",36111,1124.24,157.94937024122962
1876,Warren,New York,NY,36113,63944,"Warren, NY",36113,866.95,73.75742545706211
1877,Washington,New York,NY,36115,61204,"Washington, NY",36115,831.18,73.63507302870619
1878,Wayne,New York,NY,36117,89918,"Wayne, NY",36117,603.83,148.91277346272958
1879,Westchester,New York,NY,36119,967506,"Westchester, NY",36119,430.5,2247.4006968641115
1880,Wyoming,New York,NY,36121,39859,"Wyoming, NY",36121,592.75,67.24420075917334
1881,Yates,New York,NY,36123,24913,"Yates, NY",36123,338.14,73.67658366357131
1882,Alamance,North Carolina,NC,37001,169509,"Alamance, NC",37001,423.94,399.84195876775016
1883,Alexander,North Carolina,NC,37003,37497,"Alexander, NC",37003,259.99,144.22477787607215
1884,Alleghany,North Carolina,NC,37005,11137,"Alleghany, NC",37005,235.06,47.379392495533054
1885,Anson,North Carolina,NC,37007,24446,"Anson, NC",37007,531.45,45.99868284880986
1886,Ashe,North Carolina,NC,37009,27203,"Ashe, NC",37009,426.14,63.835828600929275
1887,Avery,North Carolina,NC,37011,17557,"Avery, NC",37011,247.09,71.05508114452223
1888,Beaufort,North Carolina,NC,37013,46994,"Beaufort, NC",37013,827.19,56.811615227456805
1889,Bertie,North Carolina,NC,37015,18947,"Bertie, NC",37015,699.27,27.095399488037526
1890,Bladen,North Carolina,NC,37017,32722,"Bladen, NC",37017,874.33,37.42522846064987
1891,Brunswick,North Carolina,NC,37019,142820,"Brunswick, NC",37019,846.97,168.62462661015147
1892,Buncombe,North Carolina,NC,37021,261191,"Buncombe, NC",37021,656.67,397.75077283871656
1893,Burke,North Carolina,NC,37023,90485,"Burke, NC",37023,507.1,178.43620587655295
1894,Cabarrus,North Carolina,NC,37025,216453,"Cabarrus, NC",37025,361.75,598.3496890117484
1895,Caldwell,North Carolina,NC,37027,82178,"Caldwell, NC",37027,471.57,174.26469028988274
1896,Camden,North Carolina,NC,37029,10867,"Camden, NC",37029,240.56,45.173761223811105
1897,Carteret,North Carolina,NC,37031,69473,"Carteret, NC",37031,506.25,137.2306172839506
1898,Caswell,North Carolina,NC,37033,22604,"Caswell, NC",37033,424.92,53.19589569801374
1899,Catawba,North Carolina,NC,37035,159551,"Catawba, NC",37035,398.72,400.1580056179775
1900,Chatham,North Carolina,NC,37037,74470,"Chatham, NC",37037,682.19,109.16313636963308
1901,Cherokee,North Carolina,NC,37039,28612,"Cherokee, NC",37039,455.43,62.82414421535692
1902,Chowan,North Carolina,NC,37041,13943,"Chowan, NC",37041,172.47,80.84304516727546
1903,Clay,North Carolina,NC,37043,11231,"Clay, NC",37043,214.75,52.29802095459837
1904,Cleveland,North Carolina,NC,37045,97947,"Cleveland, NC",37045,464.25,210.97899838449112
1905,Columbus,North Carolina,NC,37047,55508,"Columbus, NC",37047,937.29,59.22179901631299
1906,Craven,North Carolina,NC,37049,102139,"Craven, NC",37049,708.96,144.06877679981946
1907,Cumberland,North Carolina,NC,37051,335509,"Cumberland, NC",37051,652.32,514.3319229825852
1908,Currituck,North Carolina,NC,37053,27763,"Currituck, NC",37053,261.85,106.02635096429252
1909,Dare,North Carolina,NC,37055,37009,"Dare, NC",37055,383.42,96.52339471076104
1910,Davidson,North Carolina,NC,37057,167609,"Davidson, NC",37057,552.68,303.2659043207643
1911,Davie,North Carolina,NC,37059,42846,"Davie, NC",37059,264.11,162.22785960395288
1912,Duplin,North Carolina,NC,37061,58741,"Duplin, NC",37061,816.22,71.96711670873049
1913,Durham,North Carolina,NC,37063,321488,"Durham, NC",37063,285.98,1124.1625288481712
1914,Edgecombe,North Carolina,NC,37065,51472,"Edgecombe, NC",37065,505.34,101.85617603989394
1915,Forsyth,North Carolina,NC,37067,382295,"Forsyth, NC",37067,408.15,936.653191228715
1916,Franklin,North Carolina,NC,37069,69685,"Franklin, NC",37069,491.68,141.72835990888382
1917,Gaston,North Carolina,NC,37071,224529,"Gaston, NC",37071,356.03,630.6462938516418
1918,Gates,North Carolina,NC,37073,11562,"Gates, NC",37073,340.45,33.96093405786459
1919,Graham,North Carolina,NC,37075,8441,"Graham, NC",37075,292.08,28.899616543412765
1920,Granville,North Carolina,NC,37077,60443,"Granville, NC",37077,531.57,113.70656733826212
1921,Greene,North Carolina,NC,37079,21069,"Greene, NC",37079,265.93,79.22761629000112
1922,Guilford,North Carolina,NC,37081,537174,"Guilford, NC",37081,645.7,831.9250425894378
1923,Halifax,North Carolina,NC,37083,50010,"Halifax, NC",37083,724.09,69.06600008286263
1924,Harnett,North Carolina,NC,37085,135976,"Harnett, NC",37085,594.99,228.53493336022453
1925,Haywood,North Carolina,NC,37087,62317,"Haywood, NC",37087,553.69,112.54853799057233
1926,Henderson,North Carolina,NC,37089,117417,"Henderson, NC",37089,373.07,314.7318197657276
1927,Hertford,North Carolina,NC,37091,23677,"Hertford, NC",37091,353.06,67.06225570724523
1928,Hoke,North Carolina,NC,37093,55234,"Hoke, NC",37093,390.74,141.3574243742642
1929,Hyde,North Carolina,NC,37095,4937,"Hyde, NC",37095,612.7,8.057777052391055
1930,Iredell,North Carolina,NC,37097,181806,"Iredell, NC",37097,573.83,316.8290260181587
1931,Jackson,North Carolina,NC,37099,43938,"Jackson, NC",37099,490.76,89.53052408509251
1932,Johnston,North Carolina,NC,37101,209339,"Johnston, NC",37101,791.3,264.55073928977635
1933,Jones,North Carolina,NC,37103,9419,"Jones, NC",37103,470.71,20.01019736143273
1934,Lee,North Carolina,NC,37105,61779,"Lee, NC",37105,254.96,242.30859742704737
1935,Lenoir,North Carolina,NC,37107,55949,"Lenoir, NC",37107,400.59,139.6664919244115
1936,Lincoln,North Carolina,NC,37109,86111,"Lincoln, NC",37109,297.94,289.02127945223873
1937,McDowell,North Carolina,NC,37111,45756,"McDowell, NC",37111,440.61,103.84693947027984
1938,Macon,North Carolina,NC,37113,35858,"Macon, NC",37113,515.56,69.55155559003802
1939,Madison,North Carolina,NC,37115,21755,"Madison, NC",37115,449.57,48.390684431790376
1940,Martin,North Carolina,NC,37117,22440,"Martin, NC",37117,461.22,48.65357096396513
1941,Mecklenburg,North Carolina,NC,37119,1110356,"Mecklenburg, NC",37119,523.84,2119.6472205253513
1942,Mitchell,North Carolina,NC,37121,14964,"Mitchell, NC",37121,221.43,67.57891884568487
1943,Montgomery,North Carolina,NC,37123,27173,"Montgomery, NC",37123,491.76,55.256629250040675
1944,Moore,North Carolina,NC,37125,100880,"Moore, NC",37125,697.84,144.56035767511176
1945,Nash,North Carolina,NC,37127,94298,"Nash, NC",37127,540.41,174.49344016580005
1946,New Hanover,North Carolina,NC,37129,234473,"New Hanover, NC",37129,191.53,1224.2103064794028
1947,Northampton,North Carolina,NC,37131,19483,"Northampton, NC",37131,536.59,36.30891369574535
1948,Onslow,North Carolina,NC,37133,197938,"Onslow, NC",37133,762.74,259.5091381073498
1949,Orange,North Carolina,NC,37135,148476,"Orange, NC",37135,397.96,373.0927731430295
1950,Pamlico,North Carolina,NC,37137,12726,"Pamlico, NC",37137,336.54,37.81422713496167
1951,Pasquotank,North Carolina,NC,37139,39824,"Pasquotank, NC",37139,226.88,175.52891396332865
1952,Pender,North Carolina,NC,37141,63060,"Pender, NC",37141,869.8,72.4994251552081
1953,Perquimans,North Carolina,NC,37143,13463,"Perquimans, NC",37143,247.09,54.486219596098586
1954,Person,North Carolina,NC,37145,39490,"Person, NC",37145,392.32,100.6576264274062
1955,Pitt,North Carolina,NC,37147,180742,"Pitt, NC",37147,651.98,277.2201601276113
1956,Polk,North Carolina,NC,37149,20724,"Polk, NC",37149,237.79,87.15252954287396
1957,Randolph,North Carolina,NC,37151,143667,"Randolph, NC",37151,782.52,183.59530746817973
1958,Richmond,North Carolina,NC,37153,44829,"Richmond, NC",37153,473.82,94.61187792832722
1959,Robeson,North Carolina,NC,37155,130625,"Robeson, NC",37155,949.22,137.61298750553084
1960,Rockingham,North Carolina,NC,37157,91010,"Rockingham, NC",37157,565.55,160.92299531429583
1961,Rowan,North Carolina,NC,37159,142088,"Rowan, NC",37159,511.37,277.85751999530675
1962,Rutherford,North Carolina,NC,37161,67029,"Rutherford, NC",37161,564.15,118.81414517415581
1963,Sampson,North Carolina,NC,37163,63531,"Sampson, NC",37163,944.74,67.24707326883588
1964,Scotland,North Carolina,NC,37165,34823,"Scotland, NC",37165,318.85,109.21436412106006
1965,Stanly,North Carolina,NC,37167,62806,"Stanly, NC",37167,395.09,158.9663114733352
1966,Stokes,North Carolina,NC,37169,45591,"Stokes, NC",37169,448.86,101.5706456356102
1967,Surry,North Carolina,NC,37171,71783,"Surry, NC",37171,532.17,134.88734802788585
1968,Swain,North Carolina,NC,37173,14271,"Swain, NC",37173,528.0,27.02840909090909
1969,Transylvania,North Carolina,NC,37175,34385,"Transylvania, NC",37175,378.53,90.83824267561356
1970,Tyrrell,North Carolina,NC,37177,4016,"Tyrrell, NC",37177,389.04,10.32284597984783
1971,Union,North Carolina,NC,37179,239859,"Union, NC",37179,631.52,379.81219913858627
1972,Vance,North Carolina,NC,37181,44535,"Vance, NC",37181,253.52,175.66661407384032
1973,Wake,North Carolina,NC,37183,1111761,"Wake, NC",37183,835.22,1331.0995905270468
1974,Warren,North Carolina,NC,37185,19731,"Warren, NC",37185,428.46,46.0509732530458
1975,Washington,North Carolina,NC,37187,11580,"Washington, NC",37187,348.14,33.26248061124835
1976,Watauga,North Carolina,NC,37189,56177,"Watauga, NC",37189,312.56,179.73189147683644
1977,Wayne,North Carolina,NC,37191,123131,"Wayne, NC",37191,553.09,222.623804444123
1978,Wilkes,North Carolina,NC,37193,68412,"Wilkes, NC",37193,754.28,90.69841438192714
1979,Wilson,North Carolina,NC,37195,81801,"Wilson, NC",37195,368.17,222.18268734551972
1980,Yadkin,North Carolina,NC,37197,37667,"Yadkin, NC",37197,334.83,112.49589343846131
1981,Yancey,North Carolina,NC,37199,18069,"Yancey, NC",37199,312.6,57.80230326295585
1982,Adams,North Dakota,ND,38001,2216,"Adams, ND",38001,987.62,2.2437779712845023
1983,Barnes,North Dakota,ND,38003,10415,"Barnes, ND",38003,1491.55,6.982669035567028
1984,Benson,North Dakota,ND,38005,6832,"Benson, ND",38005,1388.71,4.919673653966631
1985,Billings,North Dakota,ND,38007,928,"Billings, ND",38007,1148.85,0.8077642860251557
1986,Bottineau,North Dakota,ND,38009,6282,"Bottineau, ND",38009,1668.42,3.7652389686050274
1987,Bowman,North Dakota,ND,38011,3024,"Bowman, ND",38011,1161.81,2.602835231234023
1988,Burke,North Dakota,ND,38013,2115,"Burke, ND",38013,1103.57,1.9165073352845765
1989,Burleigh,North Dakota,ND,38015,95626,"Burleigh, ND",38015,1632.65,58.571034820690286
1990,Cass,North Dakota,ND,38017,181923,"Cass, ND",38017,1764.94,103.07602524731719
1991,Cavalier,North Dakota,ND,38019,3762,"Cavalier, ND",38019,1488.75,2.5269521410579343
1992,Dickey,North Dakota,ND,38021,4872,"Dickey, ND",38021,1131.47,4.305902940422636
1993,Divide,North Dakota,ND,38023,2264,"Divide, ND",38023,1260.79,1.7956995217284402
1994,Dunn,North Dakota,ND,38025,4424,"Dunn, ND",38025,2008.46,2.202682652380431
1995,Eddy,North Dakota,ND,38027,2287,"Eddy, ND",38027,630.17,3.629179427773458
1996,Emmons,North Dakota,ND,38029,3241,"Emmons, ND",38029,1510.44,2.145732369375811
1997,Foster,North Dakota,ND,38031,3210,"Foster, ND",38031,635.45,5.051538279959083
1998,Golden Valley,North Dakota,ND,38033,1761,"Golden Valley, ND",38033,1000.79,1.7596099081725438
1999,Grand Forks,North Dakota,ND,38035,69451,"Grand Forks, ND",38035,1436.38,48.35141118645483
2000,Grant,North Dakota,ND,38037,2274,"Grant, ND",38037,1659.14,1.3705895825548176
2001,Griggs,North Dakota,ND,38039,2231,"Griggs, ND",38039,708.82,3.147484551790299
2002,Hettinger,North Dakota,ND,38041,2499,"Hettinger, ND",38041,1132.22,2.207168218190811
