,COUNTY,STATE,COUNTYFIPS,num_hospital,num_beds
1455,MARION,FL,12083,7,919
1456,MARION,IA,19125,3,-949
1457,MARION,IL,17121,1,22
1458,MARION,IN,18097,23,-2354
1459,MARION,KS,20115,2,52
1460,MARION,KY,21155,1,75
1461,MARION,MO,29127,1,99
1462,MARION,OH,39101,1,270
1463,MARION,OR,41047,4,496
1464,MARION,SC,45067,1,124
1465,MARION,TN,47115,1,68
1466,MARION,WV,54049,1,207
1467,MARIPOSA,CA,06043,1,34
1468,MARLBORO,SC,45069,1,94
1469,MARQUETTE,MI,26103,2,289
1470,MARSHALL,AL,01095,2,240
1471,MARSHALL,IA,19127,1,125
1472,MARSHALL,IN,18099,4,160
1473,MARSHALL,KS,20117,1,25
1474,MARSHALL,KY,21157,1,25
1475,MARSHALL,MN,27089,1,12
1476,MARSHALL,MS,28093,1,40
1477,MARSHALL,OK,40095,1,25
1478,MARSHALL,SD,46091,1,20
1479,MARSHALL,TN,47117,1,25
1480,MARSHALL,WV,54051,1,127
1481,MARTIN,FL,12085,5,558
1482,MARTIN,MN,27091,1,57
1483,MARTIN,NC,37117,1,49
1484,MARTIN,TX,48317,1,18
1485,MARTINSVILLE,VA,51690,1,223
1486,MASON,IL,17125,1,20
1487,MASON,KY,21161,1,100
1488,MASON,MI,26105,1,49
1489,MASON,WA,53045,1,25
1490,MASON,WV,54053,1,201
1491,MASSAC,IL,17127,1,25
1492,MATAGORDA,TX,48321,2,75
1493,MATANUSKA-SUSITNA,AK,02170,1,74
1494,MAUI,HI,15009,4,258
1495,MAURY,TN,47119,1,255
1496,MAVERICK,TX,48323,1,101
1497,MAYAGUEZ,PR,72097,6,-2556
1498,MAYES,OK,40097,1,52
1499,MCCLAIN,OK,40087,1,39
1500,MCCONE,MT,30055,1,25
1501,MCCRACKEN,KY,21145,2,708
1502,MCCULLOCH,TX,48307,1,25
1503,MCCURTAIN,OK,40089,1,91
1504,MCDONOUGH,IL,17109,1,95
1505,MCDOWELL,NC,37111,1,65
1506,MCDOWELL,WV,54047,1,124
1507,MCDUFFIE,GA,13189,2,72
1508,MCHENRY,IL,17111,3,343
1509,MCINTOSH,ND,38051,2,44
1510,MCINTOSH,OK,40091,1,10
1511,MCKEAN,PA,42083,2,138
1512,MCKENZIE,ND,38053,1,24
1513,MCKINLEY,NM,35031,4,228
1514,MCLEAN,IL,17113,2,-799
1515,MCLEAN,ND,38055,2,47
1516,MCLENNAN,TX,48309,5,-1137
1517,MCLEOD,MN,27085,2,115
1518,MCMINN,TN,47107,2,262
1519,MCNAIRY,TN,47109,1,45
1520,MCPHERSON,KS,20113,2,66
1521,MCPHERSON,SD,46089,1,6
1522,MEADE,KS,20119,1,20
1523,MEADE,SD,46093,2,-974
1524,MEAGHER,MT,30059,1,25
1525,MECKLENBURG,NC,37119,13,2949
1526,MECKLENBURG,VA,51117,1,99
1527,MECOSTA,MI,26107,1,69
1528,MEDINA,OH,39103,3,241
1529,MEDINA,TX,48325,1,25
1530,MEEKER,MN,27093,1,35
1531,MENDOCINO,CA,06045,3,141
1532,MERCED,CA,06047,3,246
1533,MERCER,IL,17131,1,22
1534,MERCER,KY,21167,1,25
1535,MERCER,ND,38057,1,13
1536,MERCER,NJ,34021,11,-178
1537,MERCER,OH,39107,1,88
1538,MERCER,PA,42085,5,-478
1539,MERCER,WV,54055,3,419
1540,MERIWETHER,GA,13199,3,188
1541,MERRICK,NE,31121,1,20
1542,MERRIMACK,NH,33013,3,345
1543,MESA,CO,08077,3,-539
1544,MIAMI,IN,18103,1,25
1545,MIAMI,KS,20121,2,194
1546,MIAMI,OH,39109,1,193
1547,MIAMI-DADE,FL,12086,36,9474
1548,MIDDLESEX,CT,09007,1,215
1549,MIDDLESEX,MA,25017,24,3151
1550,MIDDLESEX,NJ,34023,13,784
1551,MIDLAND,MI,26111,1,308
1552,MIDLAND,TX,48329,5,669
1553,MIFFLIN,PA,42087,1,123
1554,MILAM,TX,48331,2,35
1555,MILLARD,UT,49027,2,37
1556,MILLE LACS,MN,27095,1,28
1557,MILLER,AR,05091,1,62
1558,MILLER,GA,13201,1,25
1559,MILLS,IA,19129,1,851
1560,MILWAUKEE,WI,55079,22,3744
1561,MINERAL,MT,30061,1,25
1562,MINERAL,NV,32021,1,11
1563,MINERAL,WV,54057,1,25
1564,MINGO,WV,54059,1,76
1565,MINIDOKA,ID,16067,1,25
1566,MINNEHAHA,SD,46099,7,151
1567,MISSISSIPPI,AR,05093,1,25
1568,MISSOULA,MT,30063,2,404
1569,MITCHELL,IA,19131,1,25
1570,MITCHELL,KS,20123,1,75
1571,MITCHELL,NC,37121,1,46
1572,MITCHELL,TX,48335,1,25
1573,MOBILE,AL,01097,6,1580
1574,MOCA,PR,72099,1,106
1575,MODOC,CA,06049,2,113
1576,MOFFAT,CO,08081,1,-999
1577,MOHAVE,AZ,04015,4,-477
1578,MONGOMERY,AL,01101,1,-999
1579,MONMOUTH,NJ,34025,7,966
1580,MONO,CA,06051,1,17
1581,MONONA,IA,19133,1,25
1582,MONONGALIA,WV,54061,3,940
1583,MONROE,FL,12087,4,148
1584,MONROE,IA,19135,1,25
1585,MONROE,IN,18105,3,-631
1586,MONROE,KY,21171,1,49
1587,MONROE,MI,26115,1,217
1588,MONROE,MS,28095,2,130
1589,MONROE,NY,36055,7,-250
1590,MONROE,PA,42089,2,-764
1591,MONROE,TN,47123,1,59
1592,MONROE,WI,55081,3,-949
1593,MONTAGUE,TX,48337,2,87
1594,MONTCALM,MI,26117,4,148
1595,MONTEREY,CA,06053,4,793
1596,MONTEZUMA,CO,08083,1,25
1597,MONTGOMERY,AL,01101,7,144
1598,MONTGOMERY,IA,19137,1,25
1599,MONTGOMERY,IL,17135,2,50
1600,MONTGOMERY,IN,18107,1,103
1601,MONTGOMERY,KS,20125,2,128
1602,MONTGOMERY,KY,21173,1,42
1603,MONTGOMERY,KY,47125,1,-999
1604,MONTGOMERY,MD,24031,9,493
1605,MONTGOMERY,MS,28097,2,44
1606,MONTGOMERY,NC,37123,1,37
1607,MONTGOMERY,NY,36057,2,130
1608,MONTGOMERY,OH,39113,16,2967
1609,MONTGOMERY,PA,42091,16,3580
1610,MONTGOMERY,TN,47125,1,270
1611,MONTGOMERY,TX,48339,15,1530
1612,MONTGOMERY,VA,51121,2,280
1613,MONTOUR,PA,42093,4,656
1614,MONTROSE,CO,08085,1,69
1615,MOODY,SD,46101,1,18
1616,MOORE,NC,37125,1,372
1617,MOREHOUSE,LA,22067,3,-917
1618,MORGAN,AL,01103,4,476
1619,MORGAN,CO,08087,2,69
1620,MORGAN,GA,13211,1,41
1621,MORGAN,IL,17137,1,108
1622,MORGAN,IN,18109,2,207
1623,MORGAN,KY,21175,1,25
1624,MORGAN,WV,54065,1,41
1625,MORRILL,NE,31123,1,20
1626,MORRIS,KS,20127,1,25
1627,MORRIS,NJ,34027,10,1006
1628,MORRISON,MN,27097,1,49
1629,MORROW,OH,39117,1,22
1630,MORTON,KS,20129,1,120
1631,MORTON,ND,38059,1,41
1632,MOUNTRAIL,ND,38061,1,11
1633,MOWER,MN,27099,1,82
1634,MUHLENBERG,KY,21177,1,90
1635,MULTNOMAH,OR,41051,12,-3017
1636,MURRAY,GA,13213,1,42
1637,MURRAY,MN,27101,1,25
1638,MURRAY,OK,40099,1,25
1639,MUSCATINE,IA,19139,1,48
1640,MUSCOGEE,GA,13215,6,-1
1641,MUSKEGON,MI,26121,3,413
1642,MUSKINGUM,OH,39119,3,-407
1643,MUSKOGEE,OK,40101,4,-570
1644,MUSSELSHELL,MT,30065,1,25
1645,NACOGDOCHES,TX,48347,3,390
1646,NANCE,NE,31125,1,19
1647,NANTUCKET,MA,25019,1,19
1648,NAPA,CA,06055,3,1780
1649,NASH,NC,37127,2,403
1650,NASSAU,FL,12089,1,54
1651,NASSAU,NY,36059,12,2969
1652,NATCHITOCHES,LA,22069,2,-791
1653,NATRONA,WY,56025,6,-622
1654,NAVAJO,AZ,04017,6,-2867
1655,NAVARRO,TX,48349,1,162
1656,NELSON,KY,21179,1,40
1657,NELSON,ND,38063,1,19
1658,NEMAHA,KS,20131,2,49
1659,NEMAHA,NE,31127,1,16
1660,NEOSHO,KS,20133,1,25
1661,NESHOBA,MS,28099,2,-951
1662,NESS,KS,20135,3,-890
1663,NEVADA,CA,06057,2,176
1664,NEW CASTLE,DE,10003,9,793
1665,NEW HANOVER,NC,37129,2,-230
1666,NEW HAVEN,CT,09009,10,1047
1667,NEW KENT,VA,51127,1,110
1668,NEW LONDON,CT,09011,2,465
1669,NEW YORK,NY,36061,29,5058
1670,NEWAYGO,MI,26123,1,25
1671,NEWBERRY,SC,45071,1,90
1672,NEWPORT,RI,44005,2,-870
1673,NEWPORT NEWS,VA,51700,5,792
1674,NEWTON,GA,13217,1,97
1675,NEWTON,MO,29145,5,463
1676,NEWTON,MS,28101,2,55
1677,NEZ PERCE,ID,16069,1,145
1678,NIAGARA,NY,36063,4,552
1679,NICHOLAS,KY,21181,1,18
1680,NICHOLAS,WV,54067,1,105
1681,NICOLLET,MN,27103,1,17
1682,NIOBRARA,WY,56027,1,24
1683,NOBLE,IN,18113,1,31
1684,NOBLE,OK,40103,1,26
1685,NOBLES,MN,27105,1,48
1686,NODAWAY,MO,29147,1,81
1687,NOLAN,TX,48353,1,85
1688,NOME,AK,02180,1,36
1689,NORFOLK,MA,25021,13,-582
1690,NORFOLK,VA,51710,7,1400
1691,NORMAN,MN,27107,1,14
1692,NORTH SLOPE,AK,02185,1,-999
1693,NORTHAMPTON,PA,42095,3,-637
1694,NORTHAMPTON,VA,51131,1,143
1695,NORTHUMBERLAND,PA,42097,2,173
1696,NORTHWEST ARCTIC,AK,02188,1,17
1697,NORTON,KS,20137,1,25
1698,NORTON,VA,51720,2,262
1699,NOT AVAILABLE,MP,NOT AVAILABLE,1,-999
1700,NOT AVAILABLE,PW,NOT AVAILABLE,1,100
1701,NOT AVAILABLE,VI,NOT AVAILABLE,2,357
1702,NOTTOWAY,VA,51135,1,123
1703,NOWATA,OK,40105,1,25
1704,NOXUBEE,MS,28103,1,25
1705,NUCKOLLS,NE,31129,1,25
1706,NUECES,TX,48355,14,2224
1707,NYE,NV,32023,2,69
1708,O'BRIEN,IA,19141,2,50
1709,OAKLAND,MI,26125,17,4435
1710,OBION,TN,47131,1,137
1711,OCEAN,NJ,34029,9,1522
1712,OCEANA,MI,26127,1,24
1713,OCHILTREE,TX,48357,1,25
1714,OCONEE,SC,45073,1,169
1715,OCONTO,WI,55083,2,35
1716,OGEMAW,MI,26129,1,88
1717,OGLE,IL,17141,1,16
1718,OHIO,KY,21183,1,25
1719,OHIO,WV,54069,3,432
1720,OKALOOSA,FL,12091,6,-326
1721,OKANOGAN,WA,53047,2,47
1722,OKEECHOBEE,FL,12093,1,100
1723,OKFUSKEE,OK,40107,1,25
1724,OKLAHOMA,OK,40109,29,1924
1725,OKMULGEE,OK,40111,4,137
1726,OKTIBBEHA,MS,28105,1,96
1727,OLDHAM,KY,21185,2,187
1728,OLMSTED,MN,27109,3,2120
1729,ONEIDA,ID,16071,1,11
1730,ONEIDA,NY,36065,7,-2272
1731,ONEIDA,WI,55085,2,172
1732,ONONDAGA,NY,36067,7,-326
1733,ONSLOW,NC,37133,3,-1836
1734,ONTARIO,NY,36069,4,-600
1735,ONTONAGON,MI,26131,1,25
1736,ORANGE,CA,06059,41,8444
1737,ORANGE,FL,12095,18,2753
1738,ORANGE,IN,18117,1,24
1739,ORANGE,NC,37135,1,896
1740,ORANGE,NY,36071,7,-1096
1741,ORANGE,TX,48361,1,94
1742,ORANGE,VT,50017,1,25
1743,ORANGEBURG,SC,45075,2,301
1744,ORLEANS,LA,22071,15,-3324
1745,ORLEANS,NY,36073,1,39
1746,ORLEANS,VT,50019,1,25
1747,OROCOVIS,PR,72107,1,-999
1748,OSAGE,OK,40113,2,40
1749,OSBORNE,KS,20141,1,25
1750,OSCEOLA,FL,12097,6,997
1751,OSCEOLA,IA,19143,1,25
1752,OSCEOLA,MI,26133,1,25
1753,OSWEGO,NY,36075,2,158
1754,OTERO,CO,08089,1,78
1755,OTERO,NM,35035,2,112
1756,OTOE,NE,31131,2,36
1757,OTSEGO,MI,26137,1,46
1758,OTSEGO,NY,36077,2,240
1759,OTTAWA,KS,20143,1,42
1760,OTTAWA,MI,26139,3,311
1761,OTTAWA,OH,39123,1,25
1762,OTTAWA,OK,40115,2,167
1763,OTTER TAIL,MN,27111,2,133
1764,OUACHITA,AR,05103,1,100
1765,OUACHITA,LA,22073,11,-4316
1766,OUTAGAMIE,WI,55087,2,185
1767,OVERTON,TN,47133,1,82
1768,OWEN,KY,21187,1,25
1769,OXFORD,ME,23017,2,75
1770,OZAUKEE,WI,55089,3,326
1771,PACIFIC,WA,53049,2,51
1772,PAGE,IA,19145,4,110
1773,PAGE,VA,51139,1,25
1774,PALM BEACH,FL,12099,18,4200
1775,PALO ALTO,IA,19147,1,47
1776,PALO PINTO,TX,48363,1,74
1777,PANOLA,MS,28107,1,112
1778,PANOLA,TX,48365,1,49
1779,PARK,MT,30067,1,25
1780,PARK,WY,56029,2,50
1781,PARKER,TX,48367,2,125
1782,PARMER,TX,48369,1,25
1783,PASCO,FL,12101,10,1440
1784,PASQUOTANK,NC,37139,1,182
1785,PASSAIC,NJ,34031,6,457
1786,PATRICK,VA,51141,1,25
1787,PAULDING,GA,13223,1,83
1788,PAULDING,OH,39125,1,25
1789,PAWNEE,KS,20145,2,638
1790,PAWNEE,NE,31133,1,11
1791,PAWNEE,OK,40117,1,14
1792,PAYNE,OK,40119,2,216
1793,PEACH,GA,13225,3,-949
1794,PEARL RIVER,MS,28109,2,84
1795,PECOS,TX,48371,2,41
1796,PEMBINA,ND,38067,1,20
1797,PEMISCOT,MO,29155,1,167
1798,PEND OREILLE,WA,53051,1,74
1799,PENDER,NC,37141,1,86
1800,PENNINGTON,SD,46103,6,-490
1801,PENNINTON,MN,27113,1,26
1802,PENOBSCOT,ME,23019,5,661
1803,PEORIA,IL,17143,4,1122
1804,PEPIN,WI,55091,1,25
1805,PERKINS,NE,31135,1,20
1806,PERRY,IL,17145,2,50
1807,PERRY,KY,21193,1,358
1808,PERRY,MO,29157,1,25
1809,PERRY,MS,28111,1,22
1810,PERRY,TN,47135,1,53
1811,PERSHING,NV,32027,1,38
1812,PERSON,NC,37145,1,110
1813,PETERSBURG,VA,51730,3,572
1814,PETTIS,MO,29159,1,145
1815,PHELPS,MO,29161,1,242
1816,PHELPS,NE,31137,1,25
1817,PHILADELPHI,PA,42101,1,-999
1818,PHILADELPHIA,PA,42101,32,5999
1819,PHILLIPS,AR,05107,1,155
1820,PHILLIPS,CO,08095,2,40
1821,PHILLIPS,MT,30071,1,6
1822,PIATT,IL,17147,2,-983
1823,PICKAWAY,OH,39129,1,82
1824,PICKENS,AL,01107,1,56
1825,PICKENS,GA,13227,1,48
1826,PICKENS,SC,45077,2,164
1827,PIERCE,ND,38069,1,25
1828,PIERCE,NE,31139,2,40
1829,PIERCE,WA,53053,9,1453
1830,PIKE,AL,01109,1,97
1831,PIKE,IL,17149,1,21
1832,PIKE,KY,21195,2,374
1833,PIKE,MO,29163,1,25
1834,PIKE,MS,28113,2,197
1835,PIKE,OH,39131,1,25
1836,PIMA,AZ,04019,21,-1838
1837,PINAL,AZ,04021,7,-3747
1838,PINE,MN,27115,1,30
1839,PINELLAS,FL,12103,16,3871
1840,PIPESTONE,MN,27117,1,44
1841,PISCATAQUIS,ME,23021,2,50
1842,PITKIN,CO,08097,1,25
1843,PITT,NC,37147,1,909
1844,PITTSBURG,OK,40121,2,185
1845,PLACER,CA,06061,4,748
1846,PLATTE,MO,29165,1,97
1847,PLATTE,WY,56031,1,25
1848,PLUMAS,CA,06063,3,87
1849,PLYMOUTH,IA,19149,1,25
1850,PLYMOUTH,MA,25023,7,-199
1851,POCAHONTAS,IA,19151,1,25
1852,POCAHONTAS,WV,54075,1,25
1853,POINTE COUPEE,LA,22077,1,25
1854,POLK,AR,05113,1,65
1855,POLK,FL,12105,6,1793
1856,POLK,GA,13233,1,53
1857,POLK,IA,19153,9,821
1858,POLK,MN,27119,2,92
1859,POLK,MO,29167,1,86
1860,POLK,NC,37149,1,35
1861,POLK,NE,31143,1,16
1862,POLK,OR,41053,1,15
1863,POLK,TN,47139,1,25
1864,POLK,TX,48373,1,66
1865,POLK,WI,55095,4,83
1866,PONCE,PR,72113,6,-1480
1867,PONDERA,MT,30073,1,79
1868,PONTOTOC,MS,28115,1,25
1869,PONTOTOC,OK,40123,3,-783
1870,POPE,AR,05115,1,170
1871,POPE,MN,27121,1,34
1872,PORTAGE,OH,39133,1,302
1873,PORTAGE,WI,55097,1,94
1874,PORTER,IN,18127,3,-682
1875,PORTSMOUTH,VA,51740,2,-653
1876,POTTAWATOMIE,KS,20149,3,-822
1877,POTTAWATOMIE,OK,40125,2,136
1878,POTTAWATTAMIE,IA,19155,2,514
1879,POTTER,PA,42105,1,59
1880,POTTER,SD,46107,2,36
1881,POTTER,TX,48375,9,147
1882,POWELL,MT,30077,1,16
1883,POWER,ID,16077,1,10
1884,POWESHIEK,IA,19157,1,49
1885,PRAIRIE,MT,30079,1,22
1886,PRATT,KS,20151,1,85
1887,PRENTISS,MS,28117,1,114
1888,PRESQUE ISLE,MI,26141,1,28
1889,PRESTON,WV,54077,1,25
1890,PRICE,WI,55099,1,25
1891,PRINCE EDWARD,VA,51147,1,116
1892,PRINCE GEORGE'S,MD,24033,7,866
1893,PRINCE WILLIAM,VA,51153,3,-756
1894,PROVIDENCE,RI,44007,15,1274
1895,PROWERS,CO,08099,1,25
1896,PUEBLO,CO,08101,4,293
1897,PULASKI,AR,05119,20,-2455
1898,PULASKI,GA,13235,1,49
1899,PULASKI,IN,18131,1,25
1900,PULASKI,KY,21199,1,295
1901,PULASKI,MO,29169,1,-999
1902,PULASKI,VA,51155,1,135
1903,PUSHMATAHA,OK,40127,1,25
1904,PUTNAM,FL,12107,1,99
1905,PUTNAM,GA,13237,1,25
1906,PUTNAM,IN,18133,1,25
1907,PUTNAM,MO,29171,1,15
1908,PUTNAM,NY,36079,1,164
1909,PUTNAM,TN,47141,1,247
1910,PUTNAM,WV,54079,1,70
1911,QUAY,NM,35037,1,25
1912,QUEENS,NY,36081,12,737
1913,QUITMAN,MS,28119,1,33
1914,RABUN,GA,13241,1,25
1915,RACINE,WI,55101,4,715
1916,RALEIGH,WV,54081,3,-526
1917,RAMSEY,MN,27123,5,1506
1918,RAMSEY,ND,38071,1,25
1919,RANDALL,TX,48381,1,4
1920,RANDOLPH,AL,01111,1,34
1921,RANDOLPH,AR,05121,1,50
1922,RANDOLPH,GA,13243,1,25
1923,RANDOLPH,IL,17157,3,-834
1924,RANDOLPH,IN,18135,1,25
1925,RANDOLPH,MO,29175,1,100
1926,RANDOLPH,NC,37151,1,145
1927,RANDOLPH,WV,54083,1,90
1928,RANKIN,MS,28121,7,2081
1929,RANSOM,ND,38073,1,25
1930,RAPIDES,LA,22079,13,-5028
1931,RAVALLI,MT,30081,1,37
1932,RAWLINS,KS,20153,1,24
1933,RAY,MO,29177,1,34
1934,REAGAN,TX,48383,1,7
1935,RED RIVER,LA,22081,2,37
1936,RED RIVER,TX,48387,1,49
1937,REDWOOD,MN,27127,1,25
1938,REEVES,TX,48389,1,25
1939,REFUGIO,TX,48391,1,20
1940,RENO,KS,20155,2,223
1941,RENSSELAER,NY,36083,3,423
1942,RENVILLE,MN,27129,2,41
1943,REPUBLIC,KS,20157,1,63
1944,REYNOLDS,MO,29179,1,-999
1945,RHEA,TN,47143,1,25
1946,RICE,KS,20159,1,25
1947,RICE,MN,27131,1,49
1948,RICHARDSON,NE,31147,1,24
1949,RICHLAND,IL,17159,1,90
1950,RICHLAND,LA,22083,2,56
1951,RICHLAND,MT,30083,1,118
1952,RICHLAND,OH,39139,4,-568
1953,RICHLAND,SC,45079,15,329
1954,RICHLAND,WI,55103,1,25
1955,RICHMOND,GA,13245,10,118
1956,RICHMOND,NC,37153,2,163
1957,RICHMOND,NY,36085,6,-811
1958,RICHMOND CITY,VA,51760,6,613
1959,RILEY,KS,20161,2,109
1960,RINGGOLD,IA,19159,1,16
1961,RIO ARRIBA,NM,35039,1,80
1962,RIO BLANCO,CO,08103,2,-953
1963,RIO GRANDE,CO,08105,1,17
1964,RIPLEY,IN,18137,1,25
1965,RIPLEY,MO,29181,1,21
1966,RIVERSIDE,CA,06065,24,3945
1967,ROANE,TN,47145,1,54
1968,ROANE,WV,54087,1,60
1969,ROANOKE,VA,51161,1,110
1970,ROANOKE CITY,VA,51770,2,934
1971,ROBERTS,SD,46109,1,25
1972,ROBERTSON,TN,47147,1,109
1973,ROCK,MN,27133,1,28
1974,ROCK,NE,31149,1,24
1975,ROCK,WI,55105,4,564
1976,ROCK ISLAND,IL,17161,3,-555
1977,ROCKCASTLE,KY,21203,1,26
1978,ROCKDALE,GA,13247,1,146
1979,ROCKINGHAM,NC,37157,2,352
1980,ROCKINGHAM,NH,33015,5,539
1981,ROCKINGHAM,VA,51165,1,238
1982,ROCKLAND,NY,36087,4,1169
1983,ROCKWALL,TX,48397,2,162
1984,ROGER MILLS,OK,40129,1,15
1985,ROGERS,OK,40131,2,-918
1986,ROLETTE,ND,38079,2,-974
1987,ROOKS,KS,20163,1,20
1988,ROOSEVELT,MT,30085,3,-954
1989,ROOSEVELT,NM,35041,1,30
1990,ROSEAU,MN,27135,1,25
1991,ROSEBUD,MT,30087,1,55
1992,ROSS,OH,39141,2,-738
1993,ROUTT,CO,08107,1,98
1994,ROWAN,KY,21205,1,149
1995,ROWAN,NC,37159,2,-731
1996,RUNNELS,TX,48399,2,50
1997,RUSH,IN,18139,1,25
1998,RUSH,KS,20165,1,36
1999,RUSK,TX,48401,1,96
2000,RUSK,WI,55107,1,25
2001,RUSSELL,AL,01113,2,118
2002,RUSSELL,KS,20167,1,46
2003,RUSSELL,KY,21207,1,25
2004,RUSSELL,VA,51167,1,78
2005,RUTHERFORD,NC,37161,1,143
2006,RUTHERFORD,TN,47149,4,-1611
2007,RUTHERFORD,TN,47179,1,101
2008,RUTLAND,VT,50021,1,123
2009,SABINE,LA,22085,1,44
2010,SABINE,TX,48403,1,25
2011,SAC,IA,19161,1,25
2012,SACRAMENTO,CA,06067,18,3040
2013,SAGINAW,MI,26145,7,-1307
2014,SAINT BERNARD,LA,22087,1,-999
2015,SAINT CROIX,WI,55109,1,25
2016,SALEM,NJ,34033,2,222
2017,SALEM,VA,51775,2,794
2018,SALINE,AR,05125,1,167
2019,SALINE,IL,17165,2,98
2020,SALINE,KS,20169,2,214
2021,SALINE,MO,29195,2,75
2022,SALINE,NE,31151,2,43
2023,SALT LAKE,UT,49035,23,-3102
2024,SAMPSON,NC,37163,1,146
2025,SAN AUGUSTINE,TX,48405,1,18
2026,SAN BENITO,CA,06069,2,181
2027,SAN BERNARDINO,CA,06071,31,2909
2028,SAN DIEGO,CA,06073,37,3436
2029,SAN FRANCISCO,CA,06075,18,3829
2030,SAN GERMAN,PR,72125,2,207
2031,SAN JOAQUIN,CA,06077,10,1280
2032,SAN JUAN,NM,35045,3,267
2033,SAN JUAN,PR,72127,25,-11987
2034,SAN JUAN,UT,49037,2,-974
2035,SAN JUAN,WA,53055,1,25
2036,SAN LUIS OBISPO,CA,06079,6,1747
2037,SAN MATEO,CA,06081,11,782
2038,SAN MIGUEL,NM,35047,2,175
2039,SAN PATRICIO,TX,48409,1,75
2040,SANDERS,MT,30089,1,44
2041,SANDOVAL,NM,35043,2,271
2042,SANDUSKY,OH,39143,2,-940
2043,SANGAMON,IL,17167,4,1045
2044,SANILAC,MI,26151,3,65
2045,SANPETE,UT,49039,1,18
2046,SANTA BARBARA,CA,06083,9,1054
2047,SANTA CLARA,CA,06085,16,2474
2048,SANTA CRUZ,AZ,04023,1,56
2049,SANTA CRUZ,CA,06087,5,432
2050,SANTA FE,NM,35049,3,258
2051,SANTA ROSA,FL,12113,5,385
2052,SARASOTA,FL,12115,7,1618
2053,SARATOGA,NY,36091,2,259
2054,SARPY,NE,31153,3,208
2055,SAUK,WI,55111,4,197
2056,SAUNDERS,NE,31155,1,16
2057,SAWYER,WI,55113,1,25
2058,SCHENECTADY,NY,36093,4,-461
2059,SCHLEICHER,TX,48413,1,14
2060,SCHOHARIE,NY,36095,1,40
2061,SCHOOLCRAFT,MI,26153,1,12
2062,SCHUYLER,IL,17169,1,46
2063,SCHUYLER,NY,36097,1,25
2064,SCHUYLKILL,PA,42107,3,361
2065,SCIOTO,OH,39145,2,446
2066,SCOTLAND,MO,29199,1,25
2067,SCOTLAND,NC,37165,1,104
2068,SCOTT,AR,05127,1,-999
2069,SCOTT,IA,19163,4,1193
2070,SCOTT,IN,18143,1,25
2071,SCOTT,KS,20171,1,25
2072,SCOTT,KY,21209,1,75
2073,SCOTT,MN,27139,2,142
2074,SCOTT,MO,29201,1,144
2075,SCOTT,MS,28123,2,60
2076,SCOTT,TN,47151,1,25
2077,SCOTTS BLUFF,NE,31157,1,166
2078,SCREVEN,GA,13251,1,25
2079,SCURRY,TX,48415,1,25
2080,SEBASTIAN,AR,05131,7,1050
2081,SEDGWICK,CO,08115,1,64
2082,SEDGWICK,KS,20173,13,-858
2083,SEMINOLE,FL,12117,5,965
2084,SEMINOLE,GA,13253,1,65
2085,SEMINOLE,OK,40133,1,32
2086,SENECA,OH,39147,4,-678
2087,SEQUOYAH,OK,40135,1,26
2088,SEVIER,AR,05133,1,35
2089,SEVIER,TN,47155,1,79
2090,SEVIER,UT,49041,1,27
2091,SEWARD,KS,20175,1,101
2092,SHANNON,SD,46113,1,45
2093,SHARKEY,MS,28125,1,29
2094,SHASTA,CA,06089,7,763
2095,SHAWANO,WI,55115,2,50
2096,SHAWNEE,KS,20177,5,-231
2097,SHEBOYGAN,WI,55117,2,370
2098,SHELBY,AL,01117,3,349
2099,SHELBY,IA,19165,1,25
2100,SHELBY,IL,17173,1,30
2101,SHELBY,IN,18145,1,72
2102,SHELBY,KY,21211,1,70
2103,SHELBY,OH,39149,1,90
2104,SHELBY,TN,47157,22,4980
2105,SHELBY,TX,48419,1,-999
2106,SHENANDOAH,VA,51171,1,25
2107,SHERBURNE,MN,27141,1,54
2108,SHERIDAN,KS,20179,1,53
2109,SHERIDAN,MT,30091,1,97
2110,SHERIDAN,NE,31161,1,25
2111,SHERIDAN,WY,56033,2,-911
2112,SHERMAN,KS,20181,1,25
2113,SHIAWASSEE,MI,26155,1,107
2114,SHOSHONE,ID,16079,1,25
2115,SIBLEY,MN,27143,1,20
2116,SIERRA,CA,06091,1,39
2117,SIERRA,NM,35051,1,25
2118,SILVER BOW,MT,30093,2,206
2119,SIMPSON,KY,21213,1,25
2120,SIMPSON,MS,28127,2,99
2121,SIOUX,IA,19167,6,290
2122,SIOUX,ND,38085,1,-999
2123,SISKIYOU,CA,06093,2,61
2124,SITKA,AK,02220,2,54
2125,SKAGIT,WA,53057,3,205
2126,SMITH,KS,20183,1,53
2127,SMITH,MS,28129,1,29
2128,SMITH,TX,48423,10,1337
2129,SMYTH,VA,51173,2,223
2130,SNOHOMISH,WA,53061,8,-2211
2131,SOCORRO,NM,35053,1,24
2132,SOLANO,CA,06095,7,749
2133,SOMERSET,MD,24039,1,89
2134,SOMERSET,ME,23025,2,50
2135,SOMERSET,NJ,34035,5,-240
2136,SOMERSET,PA,42111,3,224
2137,SOMERVELL,TX,48425,1,16
2138,SONOMA,CA,06097,12,1072
2139,SPALDING,GA,13255,1,160
2140,SPARTANBURG,SC,45083,6,943
2141,SPOKANE,WA,53063,8,1656
2142,SPOTSYLVANIA,VA,51177,1,100
2143,ST JOSEPH,IN,18141,1,-999
2144,ST. BERNARD,LA,22087,1,-999
